id,P-001,P-005,P-012,P-014,P-016,P-018,P-019,P-024,P-026,P-028,P-033,P-034,P-037,P-038,P-042,P-052,P-054,P-059,P-072,P-073,P-079,P-087,P-090,P-091,path
ASV0644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Megasphaeraceae;Anaeroglobus;Anaeroglobus_geminatus
ASV0645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Duodenibacillus;Duodenibacillus_massiliensis
ASV0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Butyricicoccaceae;unclassified_Butyricicoccaceae
ASV0647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Scatomonas;Scatomonas_sp003481995
ASV0648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus;unclassified_Peptostreptococcus
ASV0649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;DSM-16016;Caldibacillaceae;Bacillus_BK;Bacillus_BK_kwashiorkori
ASV0650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;unclassified_Root
ASV0651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;unclassified_Paenibacillus
ASV0652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium;unclassified_Corynebacterium
ASV0653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;unclassified_Bacteria
ASV0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces_graevenitzii
ASV0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E;unclassified_Pseudomonas_E
ASV0656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;unclassified_Anaerostipes
ASV0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;unclassified_Bifidobacterium
ASV0658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium_prausnitzii_H
ASV0659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium;unclassified_Corynebacterium
ASV0660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;Eisenbergiella_sp900066775
ASV0661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;unclassified_Oscillospirales
ASV0662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;unclassified_Bacteria
ASV0663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia;unclassified_Pauljensenia
ASV0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;unclassified_Faecousia
ASV0665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A;unclassified_Bacillus_A
ASV0666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella_bivia
ASV0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;unclassified_Veillonella
ASV0669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus_D;unclassified_Haemophilus_D
ASV0670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-45;CAG-45_sp000438375
ASV0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;unclassified_Bifidobacterium
ASV0672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E;unclassified_Pseudomonas_E
ASV0674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;unclassified_Oscillospiraceae
ASV0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas_hypermegale
ASV0677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;unclassified_Helicobacteraceae
ASV0678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;unclassified_Blautia_A
ASV0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_A;unclassified_Dorea_A
ASV0680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;unclassified_Blautia_A
ASV0681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Clostridiales;Clostridiaceae;Hathewaya;Hathewaya_sp003288255
ASV0682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified_Streptococcus
ASV0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;unclassified_Parabacteroides
ASV0684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Peptoniphilus_A;unclassified_Peptoniphilus_A
ASV0685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Anaerotignaceae;Fimicola;Fimicola_cottocaccae
ASV0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified_Streptococcus
ASV0687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster_sp001517625
ASV0688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;unclassified_Enterococcaceae
ASV0689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unclassified_Acinetobacter
ASV0690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;unclassified_Anaerotignum
ASV0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;unclassified_Oscillospiraceae
ASV0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;unclassified_Clostridia
ASV0693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Granulicatella;Granulicatella_elegans
ASV0694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Fenollaria;unclassified_Fenollaria
ASV0695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Butyricicoccaceae;unclassified_Butyricicoccaceae
ASV0696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;unclassified_Xanthobacter
ASV0697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;unclassified_Bacilli
ASV0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;unclassified_Faecousia
ASV0699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unclassified_Acinetobacter
ASV0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales_A;Rhizobiaceae_A;unclassified_Rhizobiaceae_A
ASV0701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Coprobacillaceae;Catenibacterium;unclassified_Catenibacterium
ASV0702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_I;unclassified_Eubacterium_I
ASV0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F_sp003491505
ASV0704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;unclassified_Bacilli
ASV0705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Bacillales_B;DSM-18226;unclassified_DSM-18226
ASV0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;unclassified_Clostridia
ASV0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;unclassified_Root
ASV0709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum_pigrum
ASV0710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella;Alloprevotella_sp004558535
ASV0711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;unclassified_Roseburia
ASV0712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;unclassified_Root
ASV0713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;unclassified_Dysosmobacter
ASV0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;unclassified_Bifidobacterium
ASV0715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;unclassified_Hymenobacter
ASV0716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1071;UMGS1071_sp900548305
ASV0717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;unclassified_Root
ASV0718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum_hallii
ASV0719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;unclassified_Root
ASV0720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;unclassified_Lacrimispora
ASV0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;unclassified_Burkholderia
ASV0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;unclassified_Faecalibacterium
ASV0724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus_vaginimassiliensis
ASV0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;unclassified_Blautia_A
ASV0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified_Streptococcus
ASV0728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;unclassified_Clostridia
ASV0729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;unclassified_Oscillospiraceae
ASV0730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;unclassified_Bacteria
ASV0731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;unclassified_Bifidobacterium
ASV0732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanosynbacteraceae;Nanosynbacter;Nanosynbacter_sp007845355
ASV0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Granulicatella;Granulicatella_elegans
ASV0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;unclassified_Bacteroides
ASV0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Peptoniphilus_B;Peptoniphilus_B_duerdenii
ASV0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Peptoniphilus_C;unclassified_Peptoniphilus_C
ASV0738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;unclassified_Oscillospiraceae
ASV0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;unclassified_Bacteria
ASV0740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas_gadei
ASV0741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;unclassified_Bacillus
ASV0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Merdisoma;unclassified_Merdisoma
ASV0743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Megasphaeraceae;Anaeroglobus;Anaeroglobus_vaginalis
ASV0744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;unclassified_Burkholderiales
ASV0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;unclassified_Root
ASV0746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus_agalactiae
ASV0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;unclassified_Root
ASV0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;unclassified_Limosilactobacillus
ASV0750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified_Streptococcus
ASV0751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium;Corynebacterium_matruchotii
ASV0752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae;Brachyspira;unclassified_Brachyspira
ASV0753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus_sp004555265
ASV0754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;unclassified_Oscillospiraceae
ASV0755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus_sp012843675
ASV0756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unclassified_Acinetobacter
ASV0757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified_Streptococcus
ASV0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;unclassified_Peptostreptococcaceae
ASV0759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;unclassified_Bacteria
ASV0760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;unclassified_Agathobacter
ASV0761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium;unclassified_Methylobacterium
ASV0762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium_J;unclassified_Clostridium_J
ASV0763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;unclassified_Weissella
ASV0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;unclassified_Lachnospiraceae
ASV0765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A_hydrogenotrophica
ASV0766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;unclassified_Erysipelotrichaceae
ASV0767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella_sp900548585
ASV0768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Root;Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum_soehngenii
