bin_180	bin_228	0.4201
bin_221	bin_277	0.4208
bin_178	bin_54	0.421
bin_176	bin_23	0.4219
bin_48	bin_11	0.4226
bin_178	bin_182	0.4238
bin_100	bin_6	0.4241
bin_112	bin_54	0.4241
bin_180	bin_23	0.4247
bin_204	bin_277	0.4249
bin_11	bin_23	0.4254
bin_96	bin_264	0.426
bin_88	bin_39	0.4262
bin_232	bin_276	0.4263
bin_232	bin_53	0.4267
bin_182	bin_276	0.427
bin_233	bin_223	0.4292
bin_39	bin_232	0.4299
bin_107	bin_179	0.4305
bin_138	bin_179	0.4307
bin_138	bin_219	0.4326
bin_218	bin_23	0.4331
bin_8	bin_167	0.4352
bin_55	bin_59	0.4355
bin_261	bin_187	0.4359
bin_55	bin_155	0.4362
bin_143	bin_132	0.4363
bin_55	bin_6	0.4365
bin_261	bin_38	0.4368
bin_55	bin_176	0.4376
bin_182	bin_232	0.4378
bin_48	bin_242	0.437999999999999
bin_218	bin_15	0.4397
bin_223	bin_222	0.4405
bin_143	bin_20	0.4415
bin_209	bin_267	0.4416
bin_92	bin_26	0.4428
bin_182	bin_39	0.4439
bin_180	bin_223	0.4456
bin_250	bin_95	0.4459
bin_9	bin_15	0.4459
bin_48	bin_23	0.4468
bin_223	bin_176	0.4488
bin_48	bin_41	0.4489
bin_50	bin_185	0.449
bin_232	bin_54	0.4501
bin_130	bin_144	0.4526
bin_41	bin_241	0.4542
bin_48	bin_219	0.4551
bin_88	bin_53	0.4552
bin_209	bin_101	0.4569
bin_151	bin_276	0.4572
bin_23	bin_274	0.4584
bin_176	bin_242	0.4591
bin_39	bin_56	0.4596
bin_48	bin_106	0.4605
bin_88	bin_232	0.4611
bin_48	bin_233	0.4615
bin_117	bin_101	0.4617
bin_182	bin_19	0.4617
bin_39	bin_54	0.4621
bin_233	bin_23	0.4633
bin_180	bin_106	0.4634
bin_55	bin_167	0.4649
bin_54	bin_276	0.4658
bin_151	bin_178	0.4666
bin_179	bin_277	0.467
bin_277	bin_96	0.4673
bin_41	bin_176	0.4678
bin_166	bin_137	0.4688
bin_168	bin_144	0.4688
bin_112	bin_151	0.469
bin_182	bin_54	0.4699
bin_223	bin_228	0.4705
bin_221	bin_280	0.471
bin_215	bin_223	0.474
bin_113	bin_95	0.4743
bin_24	bin_92	0.4753
bin_144	bin_222	0.4766
bin_165	bin_59	0.4769
bin_8	bin_6	0.4792
bin_180	bin_222	0.4795
bin_50	bin_143	0.4796
bin_233	bin_222	0.4797
bin_55	bin_273	0.4805
bin_233	bin_41	0.4835
bin_112	bin_266	0.4856
bin_151	bin_56	0.4864
bin_206	bin_274	0.4864
bin_206	bin_223	0.4871
bin_151	bin_232	0.4877
bin_166	bin_167	0.4887
bin_261	bin_243	0.4887
bin_50	bin_206	0.4903
bin_55	bin_8	0.491
bin_233	bin_273	0.4918
bin_8	bin_59	0.4923
bin_41	bin_180	0.4936
bin_88	bin_151	0.4954
bin_50	bin_209	0.4962
bin_24	bin_187	0.4972
bin_215	bin_219	0.4994
bin_100	bin_59	0.5037
bin_179	bin_96	0.5039
bin_223	bin_274	0.5063
bin_206	bin_180	0.5103
bin_48	bin_180	0.513
bin_100	bin_167	0.5151
bin_151	bin_54	0.5196
bin_41	bin_222	0.5241
bin_55	bin_100	0.5306
bin_50	bin_101	0.5318
bin_233	bin_176	0.5341
bin_168	bin_185	0.5396
bin_151	bin_39	0.5482
bin_206	bin_23	0.5503
bin_223	bin_23	0.5527
bin_215	bin_228	0.5534
bin_48	bin_176	0.5557
bin_167	bin_59	0.5621
bin_151	bin_182	0.5658
bin_116	bin_112	0.5746
bin_100	bin_8	0.5811
bin_50	bin_9	0.5858
bin_165	bin_167	0.5887
bin_41	bin_144	0.5999
bin_50	bin_117	0.6147
bin_48	bin_223	0.6397
bin_215	bin_48	0.6563
bin_48	bin_228	0.7683
